country,id,week.year,revenue,units
ID,2872662,27.2019,"1216,62",1
ID,2872662,30.2019,"1216,62",1
ID,2872680,27.2019,"1205,76",1
ID,2872680,28.2019,"3617,28",3
ID,2872680,30.2019,"3617,28",3
ID,2872788,30.2019,"623,52",1
ID,2872854,28.2019,"1216,62",1
ID,2873082,28.2019,"1062,24",1
ID,2873082,27.2019,"1205,76",1
ID,2873082,28.2019,"1205,76",1
ID,2873082,30.2019,"1205,76",1
ID,2873484,29.2019,"4442,88",2
ID,2873562,27.2019,"2426,76",2
ID,2873562,28.2019,"1204,56",1
ID,2873562,29.2019,"7200,60",6
ID,2873694,30.2019,"2324,76",1
ID,2873694,31.2019,"2224,86",1
ID,2873694,30.2019,"623,52",1
ID,2874258,31.2019,"1188,72",1
ID,2874270,27.2019,"1200,84",1
ID,2874348,29.2019,"396,72",1
ID,2875074,28.2019,"3649,14",3
ID,2875122,31.2019,"2193,42",1
ID,2875314,31.2019,"277,08",1
ID,2875914,28.2019,"2432,76",2
ID,2875914,30.2019,"2432,76",2
ID,2875950,27.2019,"644,76",1
ID,2875950,28.2019,"644,76",1
ID,2875950,29.2019,"1934,28",3
ID,2875950,30.2019,"1289,52",2
ID,2875950,27.2019,"2407,92",2
ID,2875950,29.2019,"1203,90",1
ID,2875950,30.2019,"1203,90",1
ID,2875962,27.2019,"396,60",1
ID,2876130,28.2019,"3902,82",1
ID,2876130,28.2019,"2433,24",2
ID,2876274,27.2019,"644,52",1
ID,2876400,30.2019,"1062,24",1
ID,2876400,30.2019,"2411,64",2
ID,2876442,27.2019,"648,30",1
ID,2876442,29.2019,"631,26",1
ID,2876988,27.2019,"1216,62",1
ID,2877258,28.2019,"1216,38",1
ID,2877258,30.2019,"3649,14",3
ID,2877594,27.2019,"1194,78",1
ID,2877594,28.2019,"4779,12",4
ID,2877594,29.2019,"8363,46",7
ID,2877594,30.2019,"1194,78",1
ID,2877714,27.2019,"644,76",1
ID,2877714,28.2019,"1200,84",1
ID,2877714,30.2019,"1200,84",1
ID,2877714,31.2019,"2407,92",2
ID,2878236,28.2019,"644,82",1
ID,2878266,28.2019,"2244,84",1
ID,2878266,27.2019,"2433,24",2
ID,2878428,27.2019,"3649,86",3
ID,2878428,30.2019,"1216,62",1
ID,2878770,27.2019,"1944,90",3
ID,2878818,29.2019,"1213,38",1
ID,2878818,30.2019,"1213,38",1
ID,2878968,28.2019,"2221,44",1
ID,2878968,31.2019,"1203,90",1
ID,2878968,27.2019,"1203,90",1
ID,2878968,29.2019,"4815,84",4
ID,2879148,27.2019,"1215,36",1
ID,2879346,29.2019,"1203,90",1
ID,2879436,30.2019,"8427,30",7
ID,2879784,30.2019,"396,72",1
ID,2879964,29.2019,"1205,76",1
ID,2880318,29.2019,"3649,86",3
ID,2880318,30.2019,"1216,62",1
ID,2880336,27.2019,"2433,24",2
ID,2880354,27.2019,"2193,42",1
ID,2880354,28.2019,"2193,42",1
ID,2880354,29.2019,"8773,68",4
ID,2880354,30.2019,"21934,20",10
ID,2880954,28.2019,"1200,84",1
ID,2880954,29.2019,"6004,20",5
ID,2880954,30.2019,"1200,84",1
ID,2881026,28.2019,"4815,84",4
ID,2881068,28.2019,"1205,76",1
ID,2881200,30.2019,"648,30",1
ID,2881566,30.2019,"648,30",1
ID,2881584,31.2019,"631,26",1
ID,2881890,29.2019,"9646,08",8
ID,2882022,29.2019,"29198,88",24
ID,2882028,30.2019,"1216,38",1
ID,2882460,28.2019,"644,52",1
ID,2882460,30.2019,"644,52",1
ID,2882460,29.2019,"1205,76",1
ID,2882460,30.2019,"2411,52",2
ID,2883000,28.2019,"3617,40",3
ID,2883000,30.2019,"1205,76",1
ID,2883090,28.2019,"396,72",1
ID,2883450,27.2019,"1851,48",3
ID,2883924,27.2019,"1188,72",1
ID,2884038,30.2019,"1084,56",1
ID,2884038,31.2019,"2169,12",2
ID,2884038,31.2019,"6066,90",5
ID,2884146,29.2019,"396,72",1
ID,2884146,31.2019,"648,30",1
ID,2884146,30.2019,"631,26",1
ID,2884320,27.2019,"4865,52",4
ID,2884728,28.2019,"396,72",1
ID,2884728,30.2019,"277,08",1
ID,2884734,29.2019,"6235,20",10
ID,2885028,30.2019,"2407,92",2
ID,2885148,29.2019,"2411,52",2
ID,2885148,28.2019,"2411,52",2
ID,2885148,30.2019,"1205,76",1
ID,2885172,31.2019,"612,24",1
ID,2885208,27.2019,"1194,78",1
ID,2885208,30.2019,"1200,84",1
ID,2885442,30.2019,"1216,38",1
ID,2885562,28.2019,"1216,62",1
ID,2885562,30.2019,"3649,86",3
ID,2885868,28.2019,"1944,90",3
ID,2885868,29.2019,"1296,60",2
ID,2886186,28.2019,"2433,24",2
ID,2886294,30.2019,"1213,38",1
ID,2887572,28.2019,"623,52",1
ID,2887848,27.2019,"2411,64",2
ID,2887848,28.2019,"3617,28",3
ID,2887848,29.2019,"1205,76",1
ID,2887848,30.2019,"2411,52",2
ID,2888556,27.2019,"1194,78",1
ID,2888952,27.2019,"1188,72",1
ID,2888952,30.2019,"1188,72",1
ID,2888952,31.2019,"1188,72",1
ID,2889006,31.2019,"2227,14",1
ID,2889180,29.2019,"1216,38",1
ID,2889210,27.2019,"1188,72",1
ID,2889210,28.2019,"2377,44",2
ID,2889210,31.2019,"2377,44",2
ID,2889600,31.2019,"648,30",1
ID,2889600,28.2019,"277,08",1
ID,2889600,29.2019,"554,16",2
ID,2889882,27.2019,"1203,90",1
ID,2889882,31.2019,"2407,92",2
ID,2889882,27.2019,"48985,98",41
ID,2890158,27.2019,"2411,64",2
ID,2890236,29.2019,"1289,52",2
ID,2890236,27.2019,"1203,90",1
ID,2890236,28.2019,"2407,92",2
ID,2890236,29.2019,"2407,80",2
ID,2890560,28.2019,"1216,62",1
ID,2890842,29.2019,"644,82",1
ID,2890842,27.2019,"6066,90",5
ID,2890842,28.2019,"2426,76",2
ID,2890842,29.2019,"4853,52",4
ID,2891706,27.2019,"1205,76",1
ID,2891706,28.2019,"1205,76",1
ID,2891766,30.2019,"1216,62",1
ID,2892888,29.2019,"644,82",1
ID,2892888,28.2019,"2426,76",2
ID,2892888,30.2019,"1213,38",1
ID,2893422,29.2019,"1216,62",1
ID,2893422,30.2019,"1216,62",1
ID,2894148,28.2019,"1216,38",1
ID,2894238,29.2019,"1870,56",3
ID,2894364,28.2019,"-3584,34",-3
ID,2894364,27.2019,"1194,78",1
ID,2894364,28.2019,"6028,80",5
ID,2894784,30.2019,"1203,90",1
ID,2894874,28.2019,"2411,64",2
ID,2894874,30.2019,"2411,64",2
ID,2894946,31.2019,"1216,62",1
ID,2895030,29.2019,"1216,62",1
ID,2895240,29.2019,"623,52",1
ID,2895240,29.2019,"3611,82",3
ID,2895240,31.2019,"1203,90",1
ID,2895240,28.2019,"4815,60",4
ID,2895240,29.2019,"3611,70",3
ID,2895774,27.2019,"1062,24",1
ID,2895774,27.2019,"4823,04",4
ID,2895774,31.2019,"4823,04",4
ID,2896044,29.2019,"1247,04",2
ID,2896044,29.2019,"277,08",1
ID,2896182,28.2019,"631,26",1
ID,2897154,29.2019,"644,52",1
ID,2897274,29.2019,"1983,60",5
ID,2897274,29.2019,"1385,40",5
ID,2897310,30.2019,"4754,88",4
ID,2897388,27.2019,"4866,48",4
ID,2897610,28.2019,"2171,46",1
ID,2897736,27.2019,"1203,90",1
ID,2898804,27.2019,"3649,14",3
ID,2899992,29.2019,"2215,80",1
ID,2899992,29.2019,"4803,36",4
ID,2899992,31.2019,"6004,20",5
ID,2900190,27.2019,"3649,86",3
ID,2901294,31.2019,"277,08",1
ID,2901336,29.2019,"1870,56",3
ID,2901558,30.2019,"2433,24",2
ID,2901558,29.2019,"1216,62",1
ID,2901636,28.2019,"3253,80",3
ID,2902038,29.2019,"1203,90",1
ID,2902068,28.2019,"648,30",1
ID,2902068,28.2019,"1216,62",1
ID,2902068,30.2019,"1216,62",1
ID,2902704,29.2019,"1216,62",1
ID,2903220,30.2019,"2432,76",2
ID,2903478,29.2019,"1108,32",4
ID,2903478,30.2019,"554,16",2
ID,2903538,29.2019,"648,30",1
ID,2903538,27.2019,"623,52",1
ID,2904138,31.2019,"644,52",1
ID,2904138,27.2019,"1205,76",1
ID,2904624,30.2019,"1188,72",1
ID,2904942,30.2019,"1216,62",1
ID,2905398,30.2019,"3902,82",1
ID,2905398,27.2019,"1216,38",1
ID,2905758,27.2019,"616,02",1
ID,2905758,29.2019,"1232,04",2
ID,2905758,27.2019,"3584,34",3
ID,2905758,29.2019,"7168,68",6
ID,2905758,30.2019,"2389,56",2
ID,2905758,31.2019,"1194,78",1
ID,2906808,27.2019,"10851,96",9
ID,2906988,28.2019,"648,30",1
ID,2907300,30.2019,"1216,62",1
ID,2907744,27.2019,"2433,24",2
ID,2907756,29.2019,"3649,86",3
ID,2908350,30.2019,"648,30",1
ID,2908350,30.2019,"1216,38",1
ID,2908902,28.2019,"396,60",1
ID,2908902,30.2019,"648,30",1
ID,2908902,27.2019,"6858,72",11
ID,2908902,30.2019,"3117,60",5
ID,2909406,28.2019,"2433,24",2
ID,2909682,30.2019,"396,60",1
ID,2909952,28.2019,"385,98",1
ID,2909952,28.2019,"277,02",1
ID,2911134,28.2019,"623,52",1
ID,2911218,29.2019,"2204,52",1
ID,2911218,28.2019,"1194,78",1
ID,2911218,31.2019,"4779,12",4
ID,2911260,29.2019,"2244,42",1
ID,2911260,30.2019,"2244,42",1
ID,2911260,30.2019,"3241,50",5
ID,2911260,28.2019,"6081,90",5
ID,2911524,27.2019,"1216,62",1
ID,2911932,28.2019,"587,76",1
ID,2911932,29.2019,"1188,72",1
ID,2911932,30.2019,"1188,72",1
ID,2912052,27.2019,"1216,38",1
ID,2912052,31.2019,"1216,38",1
ID,2912994,28.2019,"396,72",1
ID,2913018,30.2019,"1216,38",1
ID,2913708,28.2019,"1216,62",1
ID,2913894,27.2019,"793,44",2
ID,2913894,28.2019,"396,72",1
ID,2914134,31.2019,"1216,62",1
ID,2914680,29.2019,"4815,84",4
ID,2915010,30.2019,"1904,94",1
ID,2915010,27.2019,"15281,28",14
ID,2915010,30.2019,"3274,56",3
ID,2915136,28.2019,"1200,84",1
ID,2915610,27.2019,"276,60",1
ID,2915610,31.2019,"276,60",1
ID,2915610,28.2019,"9631,20",8
ID,2915610,30.2019,"1203,90",1
ID,2915628,28.2019,"3955,20",10
ID,2915934,28.2019,"1213,38",1
ID,2916048,28.2019,"1213,38",1
ID,2916612,27.2019,"1206,00",1
ID,2916720,27.2019,"396,60",1
ID,2916720,28.2019,"2432,76",2
ID,2916720,30.2019,"1216,38",1
ID,2917068,27.2019,"644,82",1
ID,2917068,30.2019,"1289,64",2
ID,2917068,31.2019,"1934,46",3
ID,2917068,29.2019,"1213,38",1
ID,2917152,27.2019,"2432,76",2
ID,2917152,30.2019,"1216,38",1
ID,2917416,27.2019,"648,30",1
ID,2917416,27.2019,"1216,62",1
ID,2917416,28.2019,"3649,86",3
ID,2917416,29.2019,"2433,24",2
ID,2917458,31.2019,"2407,92",2
ID,2917458,29.2019,"1203,90",1
ID,2917458,31.2019,"1203,90",1
ID,2917476,31.2019,"1216,62",1
ID,2917638,31.2019,"1216,38",1
ID,2917746,29.2019,"4866,48",4
ID,2918526,27.2019,"396,72",1
ID,2918760,27.2019,"277,08",1
ID,2918922,27.2019,"648,30",1
ID,2919036,27.2019,"648,30",1
ID,2919036,30.2019,"631,26",1
ID,2919036,28.2019,"1216,62",1
ID,2919078,29.2019,"1216,62",1
ID,2919174,28.2019,"1108,32",4
ID,2919510,29.2019,"9606,72",8
ID,2919606,30.2019,"1216,62",1
ID,2919696,30.2019,"631,26",1
ID,2919696,28.2019,"1223,34",1
ID,2919822,29.2019,"1216,62",1
ID,2919828,27.2019,"1216,62",1
ID,2919828,29.2019,"1216,62",1
ID,2919960,30.2019,"1216,62",1
ID,2919978,28.2019,"2396,88",2
ID,2919978,29.2019,"7205,04",6
ID,2919978,30.2019,"1198,44",1
ID,2920476,27.2019,"1216,62",1
ID,2920476,31.2019,"1216,62",1
ID,2921010,27.2019,"4865,52",4
ID,2921010,28.2019,"8514,66",7
ID,2921208,27.2019,"9732,96",8
ID,2921268,28.2019,"3649,86",3
ID,2921610,27.2019,"3625,26",3
ID,2922024,29.2019,"2432,76",2
ID,2922030,27.2019,"1200,84",1
ID,2922066,27.2019,"1224,48",2
ID,2922474,27.2019,"2411,64",2
ID,2922492,28.2019,"1200,84",1
ID,2922492,31.2019,"2401,68",2
ID,2922810,30.2019,"2244,84",1
ID,2922828,28.2019,"1216,62",1
ID,2922834,27.2019,"793,44",2
ID,2922834,29.2019,"396,72",1
ID,2922834,29.2019,"277,08",1
ID,2922924,30.2019,"1203,90",1
ID,2924136,29.2019,"644,52",1
ID,2924136,27.2019,"2411,52",2
ID,2924136,29.2019,"2411,64",2
ID,2924136,31.2019,"2411,64",2
ID,2924316,27.2019,"1200,84",1
ID,2924334,27.2019,"2432,76",2
ID,2924334,29.2019,"1216,38",1
ID,2924922,29.2019,"793,44",2
ID,2924922,31.2019,"396,72",1
ID,2925102,27.2019,"2432,76",2
ID,2925102,28.2019,"3600,00",3
ID,2925540,28.2019,"3649,86",3
ID,2925744,27.2019,"1213,26",1
ID,2925744,28.2019,"1216,62",1
ID,2925744,29.2019,"3649,86",3
ID,2926290,29.2019,"6066,90",5
ID,2926656,27.2019,"1216,38",1
ID,2927106,28.2019,"1205,76",1
ID,2927244,28.2019,"644,82",1
ID,2927244,30.2019,"1213,38",1
ID,2927286,31.2019,"5532,00",20
ID,2927382,27.2019,"1216,62",1
ID,2927610,27.2019,"11708,46",3
ID,2927610,27.2019,"1216,62",1
ID,2927610,27.2019,"20682,54",17
ID,2927610,30.2019,"2433,24",2
ID,2928342,27.2019,"1216,62",1
ID,2928342,31.2019,"1216,62",1
ID,2928468,31.2019,"1091,52",1
ID,2928468,27.2019,"7298,28",6
ID,2928468,30.2019,"1216,38",1
ID,2928810,27.2019,"1188,72",1
ID,2928924,30.2019,"2407,92",2
ID,2929050,29.2019,"648,30",1
ID,2930052,27.2019,"1062,24",1
ID,2930052,29.2019,"1062,24",1
ID,2930124,31.2019,"-2426,76",-2
ID,2930124,30.2019,"2426,76",2
ID,2930490,31.2019,"623,52",1
ID,2930754,27.2019,"3566,16",3
ID,2930754,28.2019,"9509,76",8
ID,2930754,29.2019,"2377,44",2
ID,2930754,30.2019,"2377,44",2
ID,2931090,27.2019,"4866,48",4
ID,2931132,27.2019,"2433,24",2
ID,2931132,30.2019,"2433,24",2
ID,2931966,27.2019,"2411,64",2
ID,2931966,29.2019,"4823,04",4
ID,2931966,27.2019,"2411,64",2
ID,2931966,29.2019,"1205,76",1
ID,2931966,30.2019,"2411,52",2
ID,2932662,29.2019,"2433,24",2
ID,2932662,31.2019,"1216,62",1
ID,2932746,28.2019,"3640,14",3
ID,2932746,31.2019,"6066,90",5
ID,2932836,28.2019,"1091,52",1
ID,2933394,29.2019,"2389,56",2
ID,2933526,29.2019,"4489,68",2
ID,2934288,28.2019,"1213,38",1
ID,2934288,29.2019,"1213,38",1
ID,2934288,31.2019,"1213,38",1
ID,2934924,29.2019,"648,30",1
ID,2934924,31.2019,"2400,00",2
ID,2935512,31.2019,"648,30",1
ID,2935644,30.2019,"1213,38",1
ID,2935860,27.2019,"1203,90",1
ID,2935860,30.2019,"1203,90",1
ID,2936484,27.2019,"2432,76",2
ID,2936484,29.2019,"3649,14",3
ID,2936760,28.2019,"1216,62",1
ID,2937192,29.2019,"1091,52",1
ID,2937960,28.2019,"554,04",2
ID,2937960,30.2019,"277,02",1
ID,2937966,30.2019,"623,52",1
ID,2938368,28.2019,"277,02",1
ID,2939010,27.2019,"2432,76",2
ID,2939010,27.2019,"1216,38",1
ID,2939424,27.2019,"2407,80",2
ID,2939424,29.2019,"3611,82",3
ID,2939424,30.2019,"2407,80",2
ID,2939514,31.2019,"1216,62",1
ID,2939676,28.2019,"2411,64",2
ID,2939676,29.2019,"2411,64",2
ID,2940006,28.2019,"1176,60",3
ID,2940030,28.2019,"644,82",1
ID,2940030,27.2019,"2401,68",2
ID,2940030,30.2019,"3602,52",3
ID,2940282,30.2019,"1216,62",1
ID,2940636,30.2019,"637,56",1
ID,2940636,27.2019,"2429,64",2
ID,2940636,28.2019,"3639,78",3
ID,2940636,29.2019,"1207,02",1
ID,2940636,30.2019,"1194,78",1
ID,2940636,31.2019,"1213,26",1
ID,2941404,27.2019,"1188,72",1
ID,2941404,28.2019,"5943,60",5
ID,2941404,30.2019,"2377,44",2
ID,2941458,30.2019,"1216,38",1
ID,2941728,29.2019,"1205,76",1
ID,2942292,30.2019,"2433,24",2
ID,2942358,29.2019,"1296,60",2
ID,2942358,28.2019,"1216,62",1
ID,2942748,30.2019,"4823,04",4
ID,2943816,29.2019,"648,30",1
ID,2944158,28.2019,"1205,76",1
ID,2944464,27.2019,"1091,52",1
ID,2944464,27.2019,"1216,62",1
ID,2944632,28.2019,"648,30",1
ID,2944632,30.2019,"1216,62",1
ID,2944686,31.2019,"1216,62",1
ID,2944890,31.2019,"1188,72",1
ID,2944896,31.2019,"2124,48",2
ID,2944896,30.2019,"623,52",1
ID,2944896,28.2019,"1205,76",1
ID,2944896,30.2019,"2411,52",2
ID,2945058,28.2019,"644,52",1
ID,2945058,30.2019,"2411,64",2
ID,2945280,31.2019,"396,60",1
ID,2945280,29.2019,"644,82",1
ID,2945622,28.2019,"3649,86",3
ID,2945748,30.2019,"648,30",1
ID,2945748,31.2019,"648,30",1
ID,2945784,30.2019,"1216,62",1
ID,2945826,28.2019,"2221,44",1
ID,2945826,28.2019,"2407,80",2
ID,2945826,30.2019,"1203,90",1
ID,2946228,29.2019,"1216,38",1
ID,2947020,29.2019,"1216,62",1
ID,2947500,30.2019,"4380,00",2
ID,2947500,30.2019,"606,00",1
ID,2947500,29.2019,"7132,32",6
ID,2947500,30.2019,"7132,32",6
ID,2947500,31.2019,"2377,44",2
ID,2947500,28.2019,"8321,04",7
ID,2948082,28.2019,"1216,62",1
ID,2948136,27.2019,"14596,56",12
ID,2948136,29.2019,"1216,38",1
ID,2948226,27.2019,"1216,62",1
ID,2948328,28.2019,"23895,60",20
ID,2948754,30.2019,"2238,84",1
ID,2948826,29.2019,"623,52",1
ID,2949072,28.2019,"396,72",1
ID,2949258,27.2019,"648,30",1
ID,2949258,28.2019,"648,30",1
ID,2949258,27.2019,"2433,24",2
ID,2949522,29.2019,"1216,38",1
ID,2951118,31.2019,"1188,72",1
ID,2951118,28.2019,"2377,44",2
ID,2951118,29.2019,"4754,88",4
ID,2951214,27.2019,"3649,86",3
ID,2951304,28.2019,"2432,76",2
ID,2951940,28.2019,"1216,38",1
ID,2951940,29.2019,"2415,48",2
ID,2951940,30.2019,"1216,38",1
ID,2951940,31.2019,"2432,76",2
ID,2952798,28.2019,"1216,38",1
ID,2952798,29.2019,"1216,38",1
ID,2952798,31.2019,"1216,38",1
ID,2952918,30.2019,"2433,24",2
ID,2953104,29.2019,"1213,38",1
ID,2953404,27.2019,"2432,76",2
ID,2953482,30.2019,"648,30",1
ID,2953968,31.2019,"1216,38",1
ID,2954034,31.2019,"3649,86",3
ID,2954148,27.2019,"648,30",1
ID,2957766,28.2019,"12039,60",10
ID,2959128,29.2019,"2433,24",2
ID,2959350,27.2019,"3611,82",3
ID,2959350,28.2019,"9631,44",8
ID,2959350,29.2019,"1203,90",1
ID,2959350,30.2019,"8427,66",7
ID,2959350,31.2019,"1203,90",1
ID,2959656,30.2019,"1216,62",1
ID,2962044,28.2019,"4488,84",2
ID,2962044,29.2019,"6733,26",3
ID,2969328,28.2019,"277,08",1
ID,2970888,28.2019,"1216,38",1
ID,2970888,30.2019,"6081,90",5
ID,2977878,27.2019,"396,72",1
ID,2977878,28.2019,"396,72",1
ID,2977980,27.2019,"2433,24",2
ID,2977980,30.2019,"1216,62",1
ID,2989416,28.2019,"2202,00",1
ID,3010482,30.2019,"2221,44",1
ID,3010482,31.2019,"1203,90",1
ID,3013854,29.2019,"10915,20",10
ID,3017886,29.2019,"1216,62",1
ID,3018060,31.2019,"2208,00",1
ID,3018204,27.2019,"1216,62",1
ID,3018204,28.2019,"1216,62",1
ID,3020502,29.2019,"1091,52",1
ID,3020664,27.2019,"6083,10",5
ID,3021798,29.2019,"1216,62",1
ID,3022524,27.2019,"648,30",1
ID,3027840,27.2019,"1216,62",1
ID,3027972,30.2019,"2433,24",2
ID,3029364,29.2019,"2224,86",1
ID,3029364,29.2019,"2124,48",2
ID,3029364,28.2019,"12057,60",10
ID,3029364,29.2019,"1205,76",1
ID,3030300,29.2019,"396,06",1
ID,3030300,30.2019,"396,06",1
ID,3030300,27.2019,"276,60",1
ID,3030918,27.2019,"1213,38",1
ID,3032772,27.2019,"1216,62",1
ID,3032910,27.2019,"3611,70",3
ID,3032910,28.2019,"1203,90",1
ID,3033726,27.2019,"1247,04",2
ID,3037404,27.2019,"1216,62",1
ID,3037404,31.2019,"1216,62",1
ID,3037410,30.2019,"4866,48",4
ID,3038934,30.2019,"1016,34",1
ID,3039144,29.2019,"644,82",1
ID,3039144,29.2019,"2401,80",2
ID,3055104,28.2019,"2244,84",1
ID,3055104,28.2019,"1216,62",1
ID,3067980,29.2019,"3649,86",3
ID,3068394,29.2019,"1203,90",1
ID,3069678,27.2019,"1091,52",1
ID,3071916,28.2019,"623,52",1
ID,3073506,29.2019,"2244,84",1
ID,3073506,28.2019,"2433,24",2
ID,3073506,31.2019,"1216,62",1
ID,3074676,27.2019,"644,82",1
ID,3074676,28.2019,"1200,84",1
ID,3075894,29.2019,"1188,72",1
ID,3079536,27.2019,"648,30",1
ID,3088608,28.2019,"1205,76",1
ID,3091614,30.2019,"1216,38",1
ID,3091614,31.2019,"1216,38",1
ID,3091614,28.2019,"1216,38",1
ID,3091614,29.2019,"2432,76",2
ID,3101538,30.2019,"1216,62",1
ID,3102042,29.2019,"1216,62",1
ID,3102768,29.2019,"623,52",1
ID,3104106,27.2019,"1289,52",2
ID,3104106,28.2019,"1188,72",1
ID,3104106,29.2019,"1188,72",1
ID,3104106,30.2019,"1188,72",1
ID,3104106,28.2019,"3560,22",3
ID,3104106,31.2019,"1188,72",1
ID,3125196,27.2019,"1200,84",1
ID,3125598,30.2019,"1216,62",1
ID,3128010,27.2019,"3658,92",1
ID,3128010,27.2019,"1216,62",1
ID,3129204,27.2019,"396,60",1
ID,3129204,27.2019,"3241,50",5
ID,3129204,27.2019,"6081,90",5
ID,3129798,27.2019,"1200,84",1
ID,3129798,28.2019,"1199,64",1
ID,3129798,31.2019,"1200,84",1
ID,3130482,27.2019,"2433,24",2
ID,3130866,29.2019,"1200,84",1
ID,3130866,30.2019,"4803,36",4
ID,3131364,28.2019,"9732,96",8
ID,3131364,29.2019,"2433,24",2
ID,3136872,27.2019,"3617,28",3
ID,3136872,28.2019,"1205,76",1
ID,3136872,29.2019,"1205,76",1
ID,3136872,31.2019,"1205,76",1
ID,3137304,30.2019,"277,08",1
ID,3139254,29.2019,"1296,60",2
ID,3141888,27.2019,"1203,90",1
ID,3141888,31.2019,"1203,90",1
ID,3142752,28.2019,"2433,24",2
ID,3142752,30.2019,"3649,86",3
ID,3143058,28.2019,"3649,14",3
ID,3143496,29.2019,"2046,48",2
ID,3143496,30.2019,"4803,36",4
ID,3143508,27.2019,"3566,16",3
ID,3146202,28.2019,"396,72",1
ID,3146202,29.2019,"648,30",1
ID,3147240,30.2019,"1203,90",1
ID,3148386,31.2019,"1216,62",1
ID,3148686,30.2019,"2411,64",2
ID,3148686,31.2019,"1205,76",1
ID,3149646,28.2019,"-2244,84",-1
ID,3153252,29.2019,"277,08",1
ID,3153708,27.2019,"1216,38",1
ID,3154182,29.2019,"1216,62",1
ID,3154194,29.2019,"1216,62",1
ID,3158304,31.2019,"648,30",1
ID,3160416,28.2019,"1904,94",1
ID,3161448,27.2019,"1216,62",1
ID,3163188,28.2019,"1216,62",1
ID,3164634,31.2019,"648,30",1
ID,3164664,29.2019,"1203,90",1
ID,3164664,28.2019,"1203,90",1
ID,3164664,28.2019,"1203,90",1
ID,3164664,29.2019,"2407,92",2
ID,3166938,30.2019,"1216,62",1
ID,3167604,27.2019,"1188,72",1
ID,3167604,28.2019,"1188,72",1
ID,3169548,27.2019,"3617,28",3
ID,3169866,28.2019,"2432,76",2
ID,3169866,29.2019,"3649,14",3
ID,3169866,30.2019,"2432,76",2
ID,3169866,31.2019,"1216,38",1
ID,3204372,29.2019,"2224,86",1
ID,3204372,29.2019,"14469,12",12
ID,3205302,30.2019,"2244,84",1
ID,3205302,31.2019,"396,72",1
ID,3205386,27.2019,"1216,38",1
ID,3205386,29.2019,"6081,90",5
ID,3205758,29.2019,"648,30",1
ID,3205758,30.2019,"648,30",1
ID,3206964,30.2019,"1205,76",1
ID,3207546,27.2019,"1944,90",3
ID,3207720,30.2019,"1216,62",1
ID,3207720,28.2019,"1216,62",1
ID,3208878,29.2019,"1296,60",2
ID,3209010,28.2019,"648,30",1
ID,3209082,29.2019,"2244,84",1
ID,3209082,30.2019,"2244,84",1
ID,3211032,29.2019,"1216,62",1
ID,3222654,29.2019,"396,72",1
ID,3222654,29.2019,"1216,62",1
ID,3228060,27.2019,"1091,52",1
ID,3228060,27.2019,"1216,62",1
ID,3234912,27.2019,"6000,00",5
ID,3235656,27.2019,"623,52",1
ID,3237750,30.2019,"1205,76",1
ID,3237894,30.2019,"277,08",1
ID,3237960,27.2019,"1216,62",1
ID,3237960,31.2019,"1216,62",1
ID,3279882,27.2019,"396,60",1
ID,3285084,29.2019,"2433,24",2
ID,3311406,27.2019,"644,76",1
ID,3311406,28.2019,"1289,52",2
ID,3311406,30.2019,"644,76",1
ID,3312186,29.2019,"2433,24",2
ID,3313092,30.2019,"644,82",1
ID,3313092,29.2019,"1200,84",1
ID,3313428,27.2019,"-2183,04",-2
ID,3313428,27.2019,"1216,38",1
ID,3314154,27.2019,"1091,52",1
ID,3315024,28.2019,"3649,86",3
ID,3315822,27.2019,"2389,56",2
ID,3316032,30.2019,"648,30",1
ID,3322308,27.2019,"648,30",1
ID,3322308,27.2019,"1216,62",1
ID,3323124,27.2019,"2244,84",1
ID,3340242,27.2019,"396,72",1
ID,3344958,27.2019,"1216,62",1
ID,3345642,28.2019,"396,60",1
ID,3345642,31.2019,"396,60",1
ID,3346434,27.2019,"644,76",1
ID,3346434,27.2019,"276,60",1
ID,3346434,29.2019,"276,60",1
ID,3348702,30.2019,"1203,90",1
ID,3349842,30.2019,"1216,62",1
ID,3351024,27.2019,"648,30",1
ID,3351024,29.2019,"1216,62",1
ID,3351024,30.2019,"2433,24",2
ID,3352932,30.2019,"3649,86",3
ID,3356232,27.2019,"396,72",1
ID,3360414,28.2019,"4866,48",4
ID,3361254,29.2019,"1216,62",1
ID,3362748,27.2019,"4865,52",4
ID,3362748,29.2019,"2432,76",2
ID,3362748,30.2019,"1216,38",1
ID,3362748,31.2019,"1216,38",1
ID,3362748,27.2019,"22815,96",19
ID,3380004,29.2019,"2433,24",2
ID,3380004,31.2019,"1216,62",1
ID,3384414,28.2019,"396,60",1
ID,3384414,28.2019,"630,00",1
ID,3384414,27.2019,"2432,76",2
ID,3384414,28.2019,"1216,38",1
ID,3384414,29.2019,"2432,76",2
ID,3384840,27.2019,"2407,92",2
ID,3384840,30.2019,"4815,84",4
ID,3389682,31.2019,"1203,90",1
ID,3390678,30.2019,"396,72",1
ID,3390678,31.2019,"1216,62",1
ID,3392874,31.2019,"1216,62",1
ID,3397788,29.2019,"6081,90",5
ID,3400176,27.2019,"2221,44",1
ID,3400176,29.2019,"2221,44",1
ID,3401784,31.2019,"3649,86",3
ID,3429660,31.2019,"2244,84",1
ID,3429660,28.2019,"3649,86",3
