id+,days_since_purchase,frequency,revenue,log_days_since_purchase,log_frequency,log_revenue,Cluster_Prediction,segment,country,country_clean
ID3898626,29,1,241404.00,3.40,0.69,12.39,4,new customers with low buying ability,ID,Indonesia
ID3898770,204,1,121662.00,5.32,0.69,11.71,0,can not lose,ID,Indonesia
ID3898866,183,1,64830.00,5.21,0.69,11.08,0,can not lose,ID,Indonesia
ID3898878,302,2,448884.00,5.71,1.10,13.01,5,need bring back,ID,Indonesia
ID3898908,15,2,77940.00,2.77,1.10,11.26,4,new customers with low buying ability,ID,Indonesia
ID3898974,15,3,189270.00,2.77,1.39,12.15,4,new customers with low buying ability,ID,Indonesia
ID3899052,323,1,120390.00,5.78,0.69,11.70,0,can not lose,ID,Indonesia
ID3899160,36,12,2496684.00,3.61,2.56,14.73,3,champions,ID,Indonesia
ID3899202,183,10,1581678.00,5.21,2.40,14.27,5,need bring back,ID,Indonesia
ID3899214,36,3,1278060.00,3.61,1.39,14.06,1,new customers with high buying ability,ID,Indonesia
ID3899220,50,4,1698636.00,3.93,1.61,14.35,5,need bring back,ID,Indonesia
ID3899448,22,9,805614.00,3.14,2.30,13.60,1,new customers with high buying ability,ID,Indonesia
ID3899538,8,47,25754274.00,2.20,3.87,17.06,3,champions,ID,Indonesia
ID3899676,50,4,473226.00,3.93,1.61,13.07,5,need bring back,ID,Indonesia
ID3899754,57,3,631782.00,4.06,1.39,13.36,5,need bring back,ID,Indonesia
ID3899784,295,1,39660.00,5.69,0.69,10.59,2,may lose,ID,Indonesia
ID3899802,113,2,249408.00,4.74,1.10,12.43,0,can not lose,ID,Indonesia
ID3899808,239,1,64452.00,5.48,0.69,11.07,0,can not lose,ID,Indonesia
ID3899880,274,4,595704.00,5.62,1.61,13.30,5,need bring back,ID,Indonesia
ID3899886,78,13,1359828.00,4.37,2.64,14.12,5,need bring back,ID,Indonesia
ID3908736,36,15,1775094.00,3.61,2.77,14.39,1,new customers with high buying ability,ID,Indonesia
ID3908742,43,2,363162.00,3.78,1.10,12.80,5,need bring back,ID,Indonesia
ID3908802,29,1,102678.00,3.40,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID3908862,64,3,185562.00,4.17,1.39,12.13,4,new customers with low buying ability,ID,Indonesia
ID3908880,281,1,64482.00,5.64,0.69,11.07,0,can not lose,ID,Indonesia
ID3909198,22,1,120750.00,3.14,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID3909252,50,3,363162.00,3.93,1.39,12.80,5,need bring back,ID,Indonesia
ID3909354,127,1,27702.00,4.85,0.69,10.23,2,may lose,ID,Indonesia
ID3909474,148,1,64830.00,5.00,0.69,11.08,0,can not lose,ID,Indonesia
ID3909510,64,1,120750.00,4.17,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID3909528,225,2,229032.00,5.42,1.10,12.34,0,can not lose,ID,Indonesia
ID3909540,323,1,108456.00,5.78,0.69,11.59,0,can not lose,ID,Indonesia
ID3909666,15,10,1295208.00,2.77,2.40,14.07,1,new customers with high buying ability,ID,Indonesia
ID3909864,330,2,245352.00,5.80,1.10,12.41,0,can not lose,ID,Indonesia
ID3920124,8,45,17065746.00,2.20,3.83,16.65,3,champions,ID,Indonesia
ID3921258,22,3,210888.00,3.14,1.39,12.26,4,new customers with low buying ability,ID,Indonesia
ID3921336,1,15,1519926.00,0.69,2.77,14.23,3,champions,ID,Indonesia
ID3921414,29,1,102678.00,3.40,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID3921456,22,22,7296150.00,3.14,3.14,15.80,3,champions,ID,Indonesia
ID3921468,71,2,286338.00,4.28,1.10,12.56,5,need bring back,ID,Indonesia
ID3921540,64,4,321174.00,4.17,1.61,12.68,5,need bring back,ID,Indonesia
ID3921732,169,1,121662.00,5.14,0.69,11.71,0,can not lose,ID,Indonesia
ID3921810,8,1,120750.00,2.20,0.69,11.70,4,new customers with low buying ability,ID,Indonesia
ID3921918,22,39,3533778.00,3.14,3.69,15.08,3,champions,ID,Indonesia
ID3922092,22,10,1271004.00,3.14,2.40,14.06,1,new customers with high buying ability,ID,Indonesia
ID3922218,29,7,1094046.00,3.40,2.08,13.91,1,new customers with high buying ability,ID,Indonesia
ID3922224,15,11,1031682.00,2.77,2.48,13.85,1,new customers with high buying ability,ID,Indonesia
ID3922452,323,1,193572.00,5.78,0.69,12.17,0,can not lose,ID,Indonesia
ID3928404,274,2,4014126.00,5.62,1.10,15.21,5,need bring back,ID,Indonesia
ID3928416,113,2,486600.00,4.74,1.10,13.10,5,need bring back,ID,Indonesia
ID3928446,330,1,122676.00,5.80,0.69,11.72,0,can not lose,ID,Indonesia
ID3928500,92,4,1457940.00,4.53,1.61,14.19,5,need bring back,ID,Indonesia
ID3928776,316,3,366990.00,5.76,1.39,12.81,5,need bring back,ID,Indonesia
ID3928908,29,9,3671580.00,3.40,2.30,15.12,3,champions,ID,Indonesia
ID3929052,64,7,1316730.00,4.17,2.08,14.09,5,need bring back,ID,Indonesia
ID3929058,190,1,120390.00,5.25,0.69,11.70,0,can not lose,ID,Indonesia
ID3929094,36,49,729091158.00,3.61,3.91,20.41,3,champions,ID,Indonesia
ID3929166,36,4,485712.00,3.61,1.61,13.09,1,new customers with high buying ability,ID,Indonesia
ID3929232,43,16,2925552.00,3.78,2.83,14.89,3,champions,ID,Indonesia
ID3929448,50,3,364074.00,3.93,1.39,12.81,5,need bring back,ID,Indonesia
ID3929550,281,1,364914.00,5.64,0.69,12.81,0,can not lose,ID,Indonesia
ID3929568,15,9,1073970.00,2.77,2.30,13.89,1,new customers with high buying ability,ID,Indonesia
ID3929598,36,2,126684.00,3.61,1.10,11.75,4,new customers with low buying ability,ID,Indonesia
ID3929688,36,1,619554.00,3.61,0.69,13.34,5,need bring back,ID,Indonesia
ID3945234,92,2,126684.00,4.53,1.10,11.75,0,can not lose,ID,Indonesia
ID3946194,15,33,10641810.00,2.77,3.53,16.18,3,champions,ID,Indonesia
ID3946212,260,2,46362.00,5.56,1.10,10.74,2,may lose,ID,Indonesia
ID3946458,71,5,597522.00,4.28,1.79,13.30,5,need bring back,ID,Indonesia
ID3946596,36,2,262476.00,3.61,1.10,12.48,4,new customers with low buying ability,ID,Indonesia
ID3946608,78,1,61854.00,4.37,0.69,11.03,4,new customers with low buying ability,ID,Indonesia
ID3946632,15,7,971550.00,2.77,2.08,13.79,1,new customers with high buying ability,ID,Indonesia
ID3946644,337,1,122676.00,5.82,0.69,11.72,0,can not lose,ID,Indonesia
ID3946788,22,14,2500212.00,3.14,2.71,14.73,3,champions,ID,Indonesia
ID3946938,71,2,241500.00,4.28,1.10,12.39,5,need bring back,ID,Indonesia
ID3947238,288,3,820494.00,5.67,1.39,13.62,5,need bring back,ID,Indonesia
ID3947280,295,1,121638.00,5.69,0.69,11.71,0,can not lose,ID,Indonesia
ID3947502,15,5,1212972.00,2.77,1.79,14.01,1,new customers with high buying ability,ID,Indonesia
ID3962028,302,2,243276.00,5.71,1.10,12.40,0,can not lose,ID,Indonesia
ID3962274,78,1,120750.00,4.37,0.69,11.70,0,can not lose,ID,Indonesia
ID3962328,106,4,687510.00,4.67,1.61,13.44,5,need bring back,ID,Indonesia
ID3962370,323,1,190494.00,5.78,0.69,12.16,0,can not lose,ID,Indonesia
ID3962538,190,1,222144.00,5.25,0.69,12.31,0,can not lose,ID,Indonesia
ID3962574,197,2,67380.00,5.29,1.10,11.12,0,can not lose,ID,Indonesia
ID3962688,15,12,2833770.00,2.77,2.56,14.86,3,champions,ID,Indonesia
ID3962700,113,3,364986.00,4.74,1.39,12.81,5,need bring back,ID,Indonesia
ID3962808,57,3,364050.00,4.06,1.39,12.81,5,need bring back,ID,Indonesia
ID3963000,211,2,186492.00,5.36,1.10,12.14,0,can not lose,ID,Indonesia
ID3963048,22,32,6570156.00,3.14,3.50,15.70,3,champions,ID,Indonesia
ID3963126,29,1,75930.00,3.40,0.69,11.24,4,new customers with low buying ability,ID,Indonesia
ID3963144,316,1,121638.00,5.76,0.69,11.71,0,can not lose,ID,Indonesia
ID3963216,141,2,606990.00,4.96,1.10,13.32,5,need bring back,ID,Indonesia
ID3963348,323,1,63126.00,5.78,0.69,11.05,0,can not lose,ID,Indonesia
ID3969276,71,1,102678.00,4.28,0.69,11.54,4,new customers with low buying ability,ID,Indonesia
ID3969288,260,3,194490.00,5.56,1.39,12.18,0,can not lose,ID,Indonesia
ID3969294,57,8,1403430.00,4.06,2.20,14.15,5,need bring back,ID,Indonesia
ID3969360,8,37,16939356.00,2.20,3.64,16.65,3,champions,ID,Indonesia
ID3969444,239,1,121326.00,5.48,0.69,11.71,0,can not lose,ID,Indonesia
ID3969492,288,5,227256.00,5.67,1.79,12.33,0,can not lose,ID,Indonesia
ID3969504,15,11,1861296.00,2.77,2.48,14.44,1,new customers with high buying ability,ID,Indonesia
ID3969534,22,1,38970.00,3.14,0.69,10.57,4,new customers with low buying ability,ID,Indonesia
ID3969582,183,3,528348.00,5.21,1.39,13.18,5,need bring back,ID,Indonesia
ID3969684,29,2,603246.00,3.40,1.10,13.31,1,new customers with high buying ability,ID,Indonesia
ID3969690,169,2,361716.00,5.14,1.10,12.80,5,need bring back,ID,Indonesia
ID3969750,92,1,38970.00,4.53,0.69,10.57,2,may lose,ID,Indonesia
ID3969804,323,1,64830.00,5.78,0.69,11.08,0,can not lose,ID,Indonesia
ID3969810,15,9,1943958.00,2.77,2.30,14.48,1,new customers with high buying ability,ID,Indonesia
ID3969816,288,2,244314.00,5.67,1.10,12.41,0,can not lose,ID,Indonesia
ID3969888,15,7,1616340.00,2.77,2.08,14.30,1,new customers with high buying ability,ID,Indonesia
ID3969966,15,6,1156344.00,2.77,1.95,13.96,1,new customers with high buying ability,ID,Indonesia
ID3970272,29,14,3111324.00,3.40,2.71,14.95,3,champions,ID,Indonesia
ID3970464,274,1,63126.00,5.62,0.69,11.05,0,can not lose,ID,Indonesia
ID3978936,43,2,241500.00,3.78,1.10,12.39,4,new customers with low buying ability,ID,Indonesia
ID3978942,43,3,728088.00,3.78,1.39,13.50,5,need bring back,ID,Indonesia
ID3978954,92,4,547692.00,4.53,1.61,13.21,5,need bring back,ID,Indonesia
ID3979074,29,4,546678.00,3.40,1.61,13.21,1,new customers with high buying ability,ID,Indonesia
ID3979494,71,6,972288.00,4.28,1.95,13.79,5,need bring back,ID,Indonesia
ID3979566,134,1,192450.00,4.91,0.69,12.17,0,can not lose,ID,Indonesia
ID3979650,43,1,124704.00,3.78,0.69,11.73,4,new customers with low buying ability,ID,Indonesia
ID3979764,106,1,224484.00,4.67,0.69,12.32,0,can not lose,ID,Indonesia
ID3979824,190,1,243324.00,5.25,0.69,12.40,0,can not lose,ID,Indonesia
ID3979986,1,44,18350046.00,0.69,3.81,16.73,3,champions,ID,Indonesia
ID3980046,169,3,671436.00,5.14,1.39,13.42,5,need bring back,ID,Indonesia
ID3980070,15,17,11295792.00,2.77,2.89,16.24,3,champions,ID,Indonesia
ID3980184,169,1,62352.00,5.14,0.69,11.04,0,can not lose,ID,Indonesia
ID3980190,106,2,315630.00,4.67,1.10,12.66,5,need bring back,ID,Indonesia
ID3980280,134,1,64830.00,4.91,0.69,11.08,0,can not lose,ID,Indonesia
ID3980352,246,1,64830.00,5.51,0.69,11.08,0,can not lose,ID,Indonesia
ID3980424,134,7,687384.00,4.91,2.08,13.44,5,need bring back,ID,Indonesia
ID3981204,8,7,1821222.00,2.20,2.08,14.42,1,new customers with high buying ability,ID,Indonesia
ID3981516,274,1,64830.00,5.62,0.69,11.08,0,can not lose,ID,Indonesia
ID3981672,85,1,121662.00,4.45,0.69,11.71,0,can not lose,ID,Indonesia
ID3981762,120,7,954528.00,4.80,2.08,13.77,5,need bring back,ID,Indonesia
ID3981828,127,1,121662.00,4.85,0.69,11.71,0,can not lose,ID,Indonesia
ID3981912,204,2,197940.00,5.32,1.10,12.20,0,can not lose,ID,Indonesia
ID3982014,260,1,81264.00,5.56,0.69,11.31,0,can not lose,ID,Indonesia
ID3982368,330,1,122742.00,5.80,0.69,11.72,0,can not lose,ID,Indonesia
ID3982410,15,9,1700148.00,2.77,2.30,14.35,1,new customers with high buying ability,ID,Indonesia
ID3982470,64,4,606486.00,4.17,1.61,13.32,5,need bring back,ID,Indonesia
ID3982920,36,14,686802.00,3.61,2.71,13.44,1,new customers with high buying ability,ID,Indonesia
ID3983226,29,21,3339282.00,3.40,3.09,15.02,3,champions,ID,Indonesia
ID3983442,1,62,89870640.00,0.69,4.14,18.31,3,champions,ID,Indonesia
ID3983454,36,6,1558614.00,3.61,1.95,14.26,1,new customers with high buying ability,ID,Indonesia
ID3983664,323,1,240000.00,5.78,0.69,12.39,0,can not lose,ID,Indonesia
ID3984150,246,2,364014.00,5.51,1.10,12.80,5,need bring back,ID,Indonesia
ID3984180,169,4,406248.00,5.14,1.61,12.91,5,need bring back,ID,Indonesia
ID3984342,22,5,488280.00,3.14,1.79,13.10,1,new customers with high buying ability,ID,Indonesia
ID3984504,358,2,164220.00,5.88,1.10,12.01,0,can not lose,ID,Indonesia
